-0.2449562396458263291432189134866348467767238616943359375,0.01465768093358767350242732874221474048681557178497314453125,0.049808761274376452121703806596997310407459735870361328125,-0.027133880917141701971662115511207957752048969268798828125,-0.12111066533109664244971526159133645705878734588623046875,-0.2087592263453338092826783167765825055539608001708984375,0.1318720616681565427352751385114970616996288299560546875,0.1497844347961916622313793823195737786591053009033203125,0.039624705517493967465991744347775238566100597381591796875,0.1553373801380776575431497121826396323740482330322265625,-0.033310298486471413836884636339163989759981632232666015625,-0.1787569201439954957866262930110679008066654205322265625,-0.2133219591095370792910301815936691127717494964599609375,-0.057286571895554382061188647412564023397862911224365234375,0.1697801567526949495512411658637574873864650726318359375,0.22165979344193675881768967883544974029064178466796875
-0.07953730796878881459388566099732997827231884002685546875,0.08677778526261992197987638064660131931304931640625,-0.0789174314661547360305604570385185070335865020751953125,-0.2307442412332489090065479331315145827829837799072265625,0.007386916860184480383699767713778783218003809452056884765625,0.338238020638428726893920384100056253373622894287109375,-0.1291464944996895403139802738223806954920291900634765625,-0.056940817684623883099259700202310341410338878631591796875,0.0876303536188066389822637347606359981000423431396484375,0.2374513489004994315489938117025303654372692108154296875,0.0931553612667204433694934095910866744816303253173828125,-0.055436459573649378429482936780914315022528171539306640625,-0.14849148157572711337337523218593560159206390380859375,-0.2427146906728571418287998540108674205839633941650390625,0.03988696814281643410193822774090222083032131195068359375,0.368897245584336064272434896338381804525852203369140625
-0.2738418198982806028851655355538241565227508544921875,0.1613988408478801150902626204697298817336559295654296875,0.388638252869942746325904181503574363887310028076171875,0.1021323269019660251455405841625179164111614227294921875,-0.1786603597647149488381046467111445963382720947265625,0.266513620633230641221445011979085393249988555908203125,0.038438680457398295697846180019041639752686023712158203125,-0.0856562718915376830608465752447955310344696044921875,-0.262403518640188682109481987936305813491344451904296875,0.163841330998230227944389980621053837239742279052734375,-0.0231782812729237445992236388292440096847712993621826171875,-0.351078740441897296786777360466658137738704681396484375,0.2367573170922881720112940229228115640580654144287109375,0.12855153253365003696018220580299384891986846923828125,0.177315404210686644592698257838492281734943389892578125,0.428048813172816788874541771292570047080516815185546875
-0.1628647850288091891712838332750834524631500244140625,0.000604634747265690893069933764536472153849899768829345703125,-0.2221471960166281622850448229655739851295948028564453125,0.1326981161042029011554177486686967313289642333984375,0.0915817877769880828164872355046099983155727386474609375,0.159102878308553019603976963480818085372447967529296875,-0.041870525014241592731689678430484491400420665740966796875,0.271929059945731854686101769402739591896533966064453125,0.273506150198762953973385947392671369016170501708984375,0.1309650443379790918374538932766881771385669708251953125,0.1285881667444979947756422689053579233586788177490234375,0.1294906955570491458029636078208568505942821502685546875,-0.1749143020170043083538757855421863496303558349609375,-0.3479202120627753469506160399760119616985321044921875,-0.385426602732127587813693025964312255382537841796875,0.58630323563540442943775587991694919764995574951171875
0.08399635087877631300923297885674401186406612396240234375,-0.0279022283289312410248239615384591161273419857025146484375,-0.10420454226874080461140437137146363966166973114013671875,0.1109792133086043020018252036607009358704090118408203125,0.04895639818488428662845990402274765074253082275390625,0.098313278920020952256209056940861046314239501953125,-0.077928964363049413321959946188144385814666748046875,-0.36458489809849770058036710906890220940113067626953125,-0.10993499800418937706325550607289187610149383544921875,-0.1863108540520962697062401502989814616739749908447265625,-0.2535584035647884260100681785843335092067718505859375,0.405220993497882375766749873946537263691425323486328125,-0.23639006570935883200235139156575314700603485107421875,-0.07069102180271534530131560813970281742513179779052734375,0.267881789975277673221398799796588718891143798828125,-0.08283489459134918408977910075918771326541900634765625
-0.1202534536782588203696064965697587467730045318603515625,-0.35478025730264317605389123855275101959705352783203125,-0.388060050447706306187001246144063770771026611328125,0.0942939703491667280399468609175528399646282196044921875,0.2454529781931082954571365917217917740345001220703125,0.058854278470836740577709633726044557988643646240234375,0.144656689695459805822252974394359625875949859619140625,0.1108944705970073829615074600951629690825939178466796875,0.11073660567749606109533289099999819882214069366455078125,-0.031730464549503199778168749389806180261075496673583984375,0.3011564772291224212352744871168397367000579833984375,0.252910395546381339126895682056783698499202728271484375,-0.1776483625891089046522353100954205729067325592041015625,0.187647772084950037463357830347376875579357147216796875,0.218223671250802497834087034789263270795345306396484375,-0.417213165913893957448266291976324282586574554443359375
-0.353143329673039352289976022802875377237796783447265625,0.0136065124154570414594100924432495958171784877777099609375,-0.00631116979411474980643514953726480598561465740203857421875,-0.1271627085218337838146140938988537527620792388916015625,-0.1922656674933333198485030379742966033518314361572265625,-0.11759145709375658228612593347861547954380512237548828125,0.257857172310726079356157924848957918584346771240234375,-0.345810476986512738140078226933837868273258209228515625,0.045710482391865238371853052967708208598196506500244140625,-0.0178468445993542924876695821012617670930922031402587890625,0.463190765457086539580444650709978304803371429443359375,0.30869565768524609428169469538261182606220245361328125,0.1023509937383816070788356000775820575654506683349609375,0.292526448370839797785691871467861346900463104248046875,-0.0029093739305305027324777267239142020116560161113739013671875,0.07813975342713246063919285688825766555964946746826171875
0.08352631949272222577906887863719020970165729522705078125,-0.1608913522136889151514793638853006996214389801025390625,-0.192025800296029613978276984198600985109806060791015625,-0.134224405465663776393370199002674780786037445068359375,0.176875109645223405063774180234759114682674407958984375,-0.12665968360011092830319512358983047306537628173828125,0.171906386345996364806154588222852908074855804443359375,0.1060635961738861376968401373233064077794551849365234375,-0.242498809269726722792626105729141272604465484619140625,0.2356279156653264539311720682235318236052989959716796875,0.25951493874563980046588085315306670963764190673828125,-0.1816488620232124262532380498669226653873920440673828125,0.0121145929651179928843163224883028306066989898681640625,-0.25959320593876922256271200240007601678371429443359375,-0.1286266238056129884714806621559546329081058502197265625,0.19241814563997738929401748464442789554595947265625
0.239832698196933591372470573332975618541240692138671875,0.0652224020221564282362436415496631525456905364990234375,0.037504283266987133160785816698989947326481342315673828125,-0.12163603143436663156506938321399502456188201904296875,-0.1579565248581454584009264863198040984570980072021484375,-0.0733333777807404774140564995832392014563083648681640625,0.0179867143625258296690816450791317038238048553466796875,0.1558502964869110385404127328001777641475200653076171875,0.190831035499620937923026531279901973903179168701171875,-0.1453369104133360456554413531193858943879604339599609375,0.09703897054237968500256528159297886304557323455810546875,-0.1314121954678588444220821429553325287997722625732421875,-0.01120877958100182682221745977813043282367289066314697265625,0.18052121462768300208523442051955498754978179931640625,-0.403840496415917460382161152665503323078155517578125,-0.0367852205363446704833307876469916664063930511474609375
-0.30015148234787714098814603858045302331447601318359375,0.04814296437899025227213911648505018092691898345947265625,-0.11481067891822276105795452849633875302970409393310546875,-0.041580280895778733152301498421365977264940738677978515625,0.253215308962278007332002971452311612665653228759765625,0.12482229521218389522996261575826792977750301361083984375,-0.10806516592561356271406936002676957286894321441650390625,-0.4204315715053470459139361992129124701023101806640625,-0.10549942722507833769984841865152702666819095611572265625,-0.06227099511646627671979103979538194835186004638671875,0.289017371687516455569522122459602542221546173095703125,-0.270037027314517563691964596728212200105190277099609375,0.365365311199695896871020295293419621884822845458984375,-0.1452089290368279161924647269188426434993743896484375,-0.1653848148748667534757572639136924408376216888427734375,-0.10835917900252341194988758843464893288910388946533203125
0.221883088851586751655275975281256251037120819091796875,-0.1986769327421364916830270885839127004146575927734375,-0.199203678917311444163118494543596170842647552490234375,-0.10027685679817528729973474810321931727230548858642578125,0.0295830886079621081796720005741008208133280277252197265625,0.0609886420926432359923552439795457758009433746337890625,0.422708734995997092998010202791192568838596343994140625,-0.303957131003414093850523158835130743682384490966796875,0.07162802694795177005371300538172363303601741790771484375,0.2237530174363899504452746214155922643840312957763671875,0.06509710698451996735425240103722899220883846282958984375,-0.0335637727460702250947832681049476377665996551513671875,0.58562261288913430856695185866556130349636077880859375,0.09039234033343156171635968121336190961301326751708984375,-0.1351207296869695595464833104415447451174259185791015625,-0.39749654463060724030043502352782525122165679931640625
-0.17450274882286598288061441053287126123905181884765625,-0.039127380309997135399147083489879150874912738800048828125,0.101017175132363246081723673341912217438220977783203125,-0.06404419464118400739938152810282190330326557159423828125,-0.33991718283626515262341172274318523705005645751953125,-0.0800095734646690537328339587475056760013103485107421875,0.4323636127313548183082048126379959285259246826171875,0.030618624540740553563455961239014868624508380889892578125,-0.005067838465695682394207555176990354084409773349761962890625,0.08407593510179854623398654211996472440659999847412109375,0.1013996250402457999229000051855109632015228271484375,-0.05685732666743205376835845754612819291651248931884765625,-0.04213564374710655757727550962954410351812839508056640625,0.0961651806344932247316847906404291279613971710205078125,0.149049831653604358816522790220915339887142181396484375,-0.2328042968315016114644322442472912371158599853515625
