0.3336650551045108326064791981480084359645843505859375,0.06179430133841090633239900853368453681468963623046875,-0.039533127582461115301359910745304659940302371978759765625,-0.398596712214912496374807915344717912375926971435546875,-0.0542900903788757493995120739782578311860561370849609375,-0.167950220245215608994016065480536781251430511474609375,-0.037611542960070902530400616115002776496112346649169921875,0.0158639554951334714461008701391619979403913021087646484375,0.07157603351791334833631452738700318150222301483154296875,-0.2654271599180810792262263930751942098140716552734375,0.092556218457662653431583521523862145841121673583984375,-0.1693433413623239014444976646700524725019931793212890625,0.2153583830699440093692231812383397482335567474365234375,-0.0705427504969161345282913089249632321298122406005859375,-0.1193574081187559754457794269910664297640323638916015625,0.1441307382868758091287730849217041395604610443115234375
0.471103960145935973802266971688368357717990875244140625,-0.3579699102807014643445882029482163488864898681640625,-0.24487191999130664132877654992626048624515533447265625,0.003482548433666522204321669420323814847506582736968994140625,-0.08815054585360353189837923082450288347899913787841796875,-0.09128028236485329072191774457678548060357570648193359375,-0.152371385528840053158461387283750809729099273681640625,-0.1957868157092988725676008243681280873715877532958984375,0.10761498051444189083536429052401217631995677947998046875,0.1746728297478347957660815836788970045745372772216796875,-0.11478082734217238958240869806104456074535846710205078125,0.1547825554235827405502590181640698574483394622802734375,0.048627980474829045343110323074142797850072383880615234375,-0.0401140230255942198400731513174832798540592193603515625,0.065018580207959975059139878794667311012744903564453125,0.1085797593904368196771059729144326411187648773193359375
-0.2241945954489479031490617444433155469596385955810546875,-0.0286401170412132720366482629970050766132771968841552734375,-0.211015473878398085449958898607292212545871734619140625,0.1772995343411724877835666802639025263488292694091796875,0.0225313730481477465794615255845201318152248859405517578125,0.0208616668818571958377017239172346307896077632904052734375,-0.77925787283256386928087522392161190509796142578125,-0.0806116008331857758495431198753067292273044586181640625,-0.2749166773169411381871896082884632050991058349609375,-0.1885573226312338979138161221271730028092861175537109375,-0.0485294429525280346382487550727091729640960693359375,0.154658352748481553451398440302000381052494049072265625,0.490726384629849687879499242626479826867580413818359375,-0.10823174346968690573422833267613896168768405914306640625,0.06992287273725501794974235281188157387077808380126953125,-0.07053680146459161137695303978034644387662410736083984375
-0.029532875572618022541604432262829504907131195068359375,0.30568808757944221365931980471941642463207244873046875,0.28422634762667009500347603534464724361896514892578125,-0.4862584747705707144405096187256276607513427734375,-0.19603688313272893406491448331507854163646697998046875,-0.6837309919371439281832181222853250801563262939453125,0.1987188888755140048214542503046686761081218719482421875,-0.666448520640044339558016872615553438663482666015625,-0.55537428517089770796388847884372808039188385009765625,-0.69324744525816395235295885868254117667675018310546875,0.2048482541007100310448407753938226960599422454833984375,0.389986020709967018404995542368851602077484130859375,-0.2044358770485721066290096814554999582469463348388671875,0.98142781382711186122236313167377375066280364990234375,0.31227216769285692787860853059100918471813201904296875,-0.00268353117817619890583813457851647399365901947021484375
0.344795171894519192345995861614937894046306610107421875,-0.07883658571456649000186445164217730052769184112548828125,-0.0280348631798041647567032441656920127570629119873046875,-0.178005892170225832327190573778352700173854827880859375,-0.33686067338961589445744948534411378204822540283203125,-0.03960426894204140124688962032450945116579532623291015625,0.09318008766551034993685931340223760344088077545166015625,0.1846656364355580282055058205514797009527683258056640625,-0.287621400081013722793699116664356552064418792724609375,-0.2416441283697940145547278234516852535307407379150390625,-0.365587430533143520339223186965682543814182281494140625,0.20266052228558184555851084951427765190601348876953125,0.09043537539245406764454315862167277373373508453369140625,0.0544234694459598544735712266628979705274105072021484375,0.000903981221077639258455749260434686220833100378513336181640625,0.0257261214185316756941634963595788576640188694000244140625
0.1672033820811577309317641493180417455732822418212890625,0.1211656837209530157561943042310304008424282073974609375,-0.5538700752554210904321507769054733216762542724609375,0.1482914796019249858982647083394112996757030487060546875,-0.2362536316274752301591632885902072302997112274169921875,-0.0306773875848432020507772222117637284100055694580078125,0.152084993032361392994999960137647576630115509033203125,-0.252757953362571896605004440061748027801513671875,0.1358008663712326480332848177567939274013042449951171875,-0.163379728264822998706762291476479731500148773193359375,0.488756712215668132071044738040654920041561126708984375,0.133485079169326059655986682628281414508819580078125,0.257584197306140627592441205706563778221607208251953125,-0.016747336484835652348213130835574702359735965728759765625,0.039455093247416410384698082225440884940326213836669921875,-0.2309052304971986047110732442888547666370868682861328125
-0.046699181021949275061100337325115106068551540374755859375,0.0828932672799482517245195367650012485682964324951171875,0.07184959939542713558413566943272599019110202789306640625,-0.1462526872726912230415763360724668018519878387451171875,0.044453838221602960667500070712776505388319492340087890625,0.1559669985973166916881638144332100637257099151611328125,0.276720458914209321843458155854023061692714691162109375,0.01214715410906463954887612999300472438335418701171875,0.301273271299308920134762956877239048480987548828125,0.13992538524360542684377151090302504599094390869140625,0.354548721544416967077495428384281694889068603515625,0.1313006019128859225286731771120685152709484100341796875,0.279228107490602062146223261152044869959354400634765625,0.1993062051830109260297518858351395465433597564697265625,0.1642916535539580003000281749336863867938518524169921875,-0.04799764785526762500555975066163227893412113189697265625
-0.11872561442620134519732033595573739148676395416259765625,0.0729954470832279989078728021922870539128780364990234375,0.28669070246456962447467731180950067937374114990234375,-0.0113331963504375889117969933295171358622610569000244140625,-0.23105020067991388632577809403301216661930084228515625,0.8862135947455238582648462397628463804721832275390625,-0.338531631745881467221437333137146197259426116943359375,0.511875087401377104612265611649490892887115478515625,0.250033183849698692480245654223836027085781097412109375,0.2820718740984260453075194163830019533634185791015625,-0.0457631975085791287138903271625167690217494964599609375,-0.00830152877416061307780381639531697146594524383544921875,0.1369197742285364338687969620877993293106555938720703125,-0.0957546357767739830801900779988500289618968963623046875,-0.04951509272204747402756908059018314816057682037353515625,0.11366741113119301076483935730720986612141132354736328125
-0.081908014506104021013044302890193648636341094970703125,-0.1855570900658297939234131490593426860868930816650390625,-0.1687616368452597714888696600610273890197277069091796875,-0.07629662571678628990579085211720666848123073577880859375,-0.04962084396298406530068092479268671013414859771728515625,0.01093944832888903151424386805956601165235042572021484375,-0.394400478930897080420692191182752139866352081298828125,-0.1494479377241328121872498968514264561235904693603515625,0.15758538899400720278975995825021527707576751708984375,-0.09655879910311122860111510135538992471992969512939453125,0.352973490848788096219124099661712534725666046142578125,-0.017466372733978323406045518595419707708060741424560546875,0.06340461400654716361824370096655911765992641448974609375,-0.2144080837178768683681795437223627232015132904052734375,-0.1185431764283681743687992593550006859004497528076171875,-0.10970392808126945560776022148274932987987995147705078125
-0.11097199795527899757185963380834436975419521331787109375,-0.10957674229116305675280074183319811709225177764892578125,-0.08756331435912485805506122460428741760551929473876953125,-0.36030203576772035223285683969152159988880157470703125,0.0897673417206646673260905799907050095498561859130859375,-0.056010898923927819603729716391171677969396114349365234375,0.1127903126108076581335382115867105312645435333251953125,-0.3747601905866619897977898290264420211315155029296875,-0.051477970249072475816820571026255493052303791046142578125,0.0265786353185657221731563737421311088837683200836181640625,0.046878571557537773717427853625849820673465728759765625,-0.07912035287602157962449922479208908043801784515380859375,-0.33191055076845088489534418840776197612285614013671875,0.006838601500047564694939605800527715473435819149017333984375,0.1805221477051540401870255436733714304864406585693359375,0.211379294753705038178992481334717012941837310791015625
-0.0888165532853512351696423365865484811365604400634765625,0.023692369970812872381760172402209718711674213409423828125,-0.128860760134234197948899236507713794708251953125,-0.09692144583498603360727230437987600453197956085205078125,-0.091452846640795559807202153024263679981231689453125,-0.147524796088634835289354896303848363459110260009765625,-0.3655004341590217808999341286835260689258575439453125,-0.23215374455032888878491803552606143057346343994140625,-0.162659267102485405320777545057353563606739044189453125,-0.05858031643791956899480766196575132198631763458251953125,0.13731450826168190015863501685089431703090667724609375,0.11211407353980733236920031004046904854476451873779296875,0.043553737880967606510562717403445276431739330291748046875,0.30039814349381288582918614338268525898456573486328125,-0.11260975051283182712946739911785698495805263519287109375,-0.138395946136281644545107383237336762249469757080078125
